sentence,label
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? Home schoolers are discriminated against when they can't play sports. And since people are discriminated against in the real world, too, Home-schoolers should play for high school teams.",1
"Are New York's Bike Lanes Working? Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far? The design and implementation of these bike lanes is flawed. And since a flawed design will result in more users and more users means more congestion, New York's bike lanes are not working.",0
"Are New York's Bike Lanes Working? Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far? The design and implementation of these bike lanes is flawed. And since a flawed design will result in less users and less users means less congestion, New York's bike lanes are not working.",1
"Are School Librarians Expendable? States and cities are under severe budget constraints. They are turning to the library. Public librarians can be important to people's lives. And since people cannot get the important services from the public library leaving the school library with value, School librarians are not expendable.",0
"Are School Librarians Expendable? States and cities are under severe budget constraints. They are turning to the library. Public librarians can be important to people's lives. And since people can get the important services from the public library leaving the school library without much value, School librarians are not expendable.",1
"Could Farms Survive Without Illegal Labor? If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables? Illegal immigration is bad for the United States. And since illegal immigrants are not a large or important part of the US labor force, Farms could survive without illegal labor.",0
"Could Farms Survive Without Illegal Labor? If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables? Illegal immigration is bad for the United States. And since illegal immigrants are a large and important part of the US labor force, Farms could survive without illegal labor.",1
"Has Support for Israel Hurt U.S. Credibility? Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East? Most Americans do not want to go to war with Iran in support of a corrupt right wing Israeli government. And since the government doesn't likes to upset most Americans, Supporting Israel hurts.",0
"Has Support for Israel Hurt U.S. Credibility? Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East? Most Americans do not want to go to war with Iran in support of a corrupt right wing Israeli government. And since the government likes to upset most Americans, Supporting Israel hurts.",1
"Will Electric Cars Finally Succeed? Are plug-in cars the future, or will high cost and other technologies eclipse their promise? Electric cars are practical for most people. And since practical alternative energies do not hurt the giant beast that is the oil industry., Electric cars will succeed.",0
"Will Electric Cars Finally Succeed? Are plug-in cars the future, or will high cost and other technologies eclipse their promise? Electric cars are practical for most people. And since practical alternative energies hurt the giant beast that is the oil industry., Electric cars will succeed.",1
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? Legal prostitution will lead to a reduction in STD's and make sex slavery more difficult it has been shown that legality does not stop the sex industry from existing. And since the sex industry won't ever stop existing completely, Prostitution is safer when it's legal.",0
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? Legal prostitution will lead to a reduction in STD's and make sex slavery more difficult it has been shown that legality does not stop the sex industry from existing. And since the sex industry won't stop existing completely, Prostitution is safer when it's legal.",1
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? Home schooled kids could enjoy sports and company of others around them. And since there are not many community sports programs held outside of schools, Home-schoolers should play for high school teams.",0
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? Home schooled kids could enjoy sports and company of others around them. And since there are many community sports programs held outside of schools, Home-schoolers should play for high school teams.",1
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? This is a trick to defund public schools. And since defunding public schools will ultimately lead to a worse system of American education, Home schoolers do not deserve a tax break.",0
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? This is a trick to defund public schools. And since defunding public schools will ultimately lead to a better system of American education, Home schoolers do not deserve a tax break.",1
"Can Therapists Prevent Violence? Do laws regarding mental health professionals' duty to warn authorities of a threat need to be toughened to make them more effective? Laws that are already in place should prevent violence. And since the laws against violence are working, No, the laws should not be toughened.",0
"Can Therapists Prevent Violence? Do laws regarding mental health professionals' duty to warn authorities of a threat need to be toughened to make them more effective? Laws that are already in place should prevent violence. And since the laws against violence aren't working, No, the laws should not be toughened.",1
"Can Young Students Learn From Online Classes? Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group? A lot of time is lost with computer technical troubles. And since kids don't have to learn how to fix technical problems in real world situations, Online classes are not the best way to teach.",0
"Can Young Students Learn From Online Classes? Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group? A lot of time is lost with computer technical troubles. And since kids will learn how to fix technical problems in real world situations, Online classes are not the best way to teach.",1
"Can Young Students Learn From Online Classes? Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group? Online courses should only be used as a low quality cost savings measure. And since cost is not important in our society, Online classes are not the best way to teach.",0
"Can Young Students Learn From Online Classes? Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group? Online courses should only be used as a low quality cost savings measure. And since cost is important in our society, Online classes are not the best way to teach.",1
"Should Doping Be Allowed? It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them? Parents might give them to their children. And since it's better they don't give their kids sport drugs or real drugs, Doping should not be allowed.",0
"Should Doping Be Allowed? It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them? Parents might give them to their children. And since it's better they give their kids sport drugs instead of real drugs, Doping should not be allowed.",1
"Is That a Movie or Video Game? Is computer-generated imagery, or C.G.I., ruining the magic of cinema or enhancing it? movies become all about the special effects making pacing, story and character development irrelevant. And since movies today have terrible special effects, Computer-generated imagery is ruining cinema.",0
"Is That a Movie or Video Game? Is computer-generated imagery, or C.G.I., ruining the magic of cinema or enhancing it? movies become all about the special effects making pacing, story and character development irrelevant. And since movies today have great special effects, Computer-generated imagery is ruining cinema.",1
"Are Casinos Too Much of a Gamble? Do the economic and fiscal benefits of casinos outweigh their social and economic costs? If casinos are not a destination resort then they are have a negative impact on locals who cannot afford to be gambling. And since most casinos are not destination resorts, Casinos are too much of a gamble.",0
"Are Casinos Too Much of a Gamble? Do the economic and fiscal benefits of casinos outweigh their social and economic costs? If casinos are not a destination resort then they are have a negative impact on locals who cannot afford to be gambling. And since most casinos are destination resorts, Casinos are too much of a gamble.",1
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. Sometimes a chef doesn't put enough salt on the food. And since it is not rude to allow the chef to know that they did not use enough salt, Salt should have a place at the table.",0
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. Sometimes a chef doesn't put enough salt on the food. And since it is rude to allow the chef to know that they did not use enough salt, Salt should have a place at the table.",1
"Are Banks Making Too Much Money From Fees? Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy? Banks have free use of our money for weeks, months, and years. And since holding money is not a big responsibility, Fees should be more regulated.",0
"Are Banks Making Too Much Money From Fees? Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy? Banks have free use of our money for weeks, months, and years. And since holding money is a big responsibility, Fees should be more regulated.",1
"Should Women Delay Motherhood? Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond? Longer wait times increase the probability of needing fertility procedures. And since doctors need more research into fertility complications, Women should not delay motherhood.",0
"Should Women Delay Motherhood? Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond? Longer wait times increase the probability of needing fertility procedures. And since doctors would rather avoid fertility complications, Women should not delay motherhood.",1
"Should Parents Control What Kids Learn at School? In New Hampshire, parents can tailor each child's curriculum to avoid ""objectionable"" content. Does that turn education into a private right instead of a public good? The parents that want to control learning are narrow minded and ignorant and wish their children to be the same. And since ultimately, the kids aren't likely to turn out very similarly to their parents anyway, Parents should not control what kids learn at school.",0
"Should Parents Control What Kids Learn at School? In New Hampshire, parents can tailor each child's curriculum to avoid ""objectionable"" content. Does that turn education into a private right instead of a public good? The parents that want to control learning are narrow minded and ignorant and wish their children to be the same. And since ultimately, the kids are likely to turn out very similarly to their parents anyway, Parents should not control what kids learn at school.",1
"Is Extreme Parenting Effective? Does strict control of a child's life lead to greater success or can it be counterproductive? Extreme parenting leads to undeveloped people without a sense of self. And since the millennials have proved themselves to be successes in the school of Dr. Spock parenting, Extreme parenting is counterproductive.",0
"Is Extreme Parenting Effective? Does strict control of a child's life lead to greater success or can it be counterproductive? Extreme parenting leads to undeveloped people without a sense of self. And since the millennials have proved themselves to be abysmal failures in the school of Dr. Spock parenting, Extreme parenting is counterproductive.",1
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? Increasing the number of vaccinations for children causes more people to refuse to be vaccinated at all. And since those people don't have a risk of breaking down our herd immunity, Vaccination should not be mandatory for all children.",0
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? Increasing the number of vaccinations for children causes more people to refuse to be vaccinated at all. And since those people have a risk of breaking down our herd immunity, Vaccination should not be mandatory for all children.",1
"Can Therapists Prevent Violence? Do laws regarding mental health professionals' duty to warn authorities of a threat need to be toughened to make them more effective? The laws are tough enough and the patient's family and support system are more effective in helping the patient to not become violent. And since families often acheive their goal in helping the patient, No, the laws should not be toughened.",0
"Can Therapists Prevent Violence? Do laws regarding mental health professionals' duty to warn authorities of a threat need to be toughened to make them more effective? The laws are tough enough and the patient's family and support system are more effective in helping the patient to not become violent. And since families often fall short of their goal in helping the patient, No, the laws should not be toughened.",1
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Vegan options like juices and replacement items are enriched with vitamins. And since vitamin supplements are able to replace nutrients from food, Veganism is good for everyone.",0
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Vegan options like juices and replacement items are enriched with vitamins. And since vitamin supplements are in no way able to replace nutrients from food, Veganism is good for everyone.",1
"Should Legislation Protect the Obese? Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants? Obese individuals should care for themselves both for their own health and the economic burden on society as a whole. And since the burden isn't on society as a whole, Legislation should not protect obese.",0
"Should Legislation Protect the Obese? Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants? Obese individuals should care for themselves both for their own health and the economic burden on society as a whole. And since the burden is on society as a whole, Legislation should not protect obese.",1
"Can Young Students Learn From Online Classes? Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group? Online courses should only be used as a low quality cost savings measure. And since we shouldn't be looking for all the cost savings we can, Online classes are not the best way to teach.",0
"Can Young Students Learn From Online Classes? Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group? Online courses should only be used as a low quality cost savings measure. And since we really should be looking for all the cost savings we can, Online classes are not the best way to teach.",1
"Do We Still Need Libraries? What are libraries for, and how should they evolve? They provide supplemental materials for curriculum to both teachers and students. And since technology can only provide so much information these days, We need libraries.",0
"Do We Still Need Libraries? What are libraries for, and how should they evolve? They provide supplemental materials for curriculum to both teachers and students. And since technology provides so much information these days, We need libraries.",1
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? Colorado's legal pot deters crime and reduces jailing of minorities. And since with criminals going to jail for illegal pot offenses, they won't be out on the streets, Colorado didn't go too far with pot.",0
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? Colorado's legal pot deters crime and reduces jailing of minorities. And since without criminals going to jail for illegal pot offenses, they will still be out on the streets, Colorado didn't go too far with pot.",1
"Are Banks Making Too Much Money From Fees? Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy? A bank user has to pay many times more for a service that costs the bank much less. And since paying more for something that costs less is not how free markets work, Fees should be more regulated.",0
"Are Banks Making Too Much Money From Fees? Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy? A bank user has to pay many times more for a service that costs the bank much less. And since paying more for something that costs less is how free markets work, Fees should be more regulated.",1
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? The current system causes prostitutes to be unable to control their work and safety. And since legalizing prostitution will not make it occur more, Prostitution is safer when it's legal.",0
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? The current system causes prostitutes to be unable to control their work and safety. And since legalizing prostitution will make it occur more, Prostitution is safer when it's legal.",1
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Enlightened libraries could provide us with a sensible approach to information, it COULD be a great way to help us educate our children And since teachers and the internet could not fill the void to educate our children, We need libraries.",0
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Enlightened libraries could provide us with a sensible approach to information, it COULD be a great way to help us educate our children And since we already have teachers and the internet to educate our children, We need libraries.",1
"Dropping the Ball Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs? Gamblers and TV benefit from college sports more than the players. And since it should be all about the players, not the college and money, Drop sports program in undergraduate schools.",0
"Dropping the Ball Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs? Gamblers and TV benefit from college sports more than the players. And since it should be all about the college and money, not the players, Drop sports program in undergraduate schools.",1
"Is Extreme Parenting Effective? Does strict control of a child's life lead to greater success or can it be counterproductive? Extreme parenting doesn't necessarily raise a compassionate child. And since it doesn't form good habits and self discipline, Extreme parenting is counterproductive.",0
"Is Extreme Parenting Effective? Does strict control of a child's life lead to greater success or can it be counterproductive? Extreme parenting doesn't necessarily raise a compassionate child. And since it forms good habits and self discipline, Extreme parenting is counterproductive.",1
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Tenure prevents bad teachers from being weeded out early in their career. And since tenure doen's only protect the good, Tenure protects bad teachers.",0
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Tenure prevents bad teachers from being weeded out early in their career. And since tenure also protects the good, Tenure protects bad teachers.",1
"Are New York's Bike Lanes Working? Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far? Bike lanes ensure the safety of both bikers and pedestrians. And since bikers and pedestrians are safe, and many people are riding ine bike lanes now, New York's bike lanes are working.",0
"Are New York's Bike Lanes Working? Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far? Bike lanes ensure the safety of both bikers and pedestrians. And since bikers and pedestrians are safe, but too many people are riding ine bike lanes now, New York's bike lanes are working.",1
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? Prostitution is harmful, dehumanizing, and encourages modern day slavery. And since it could not be regulated and made safe if it were leagal, Prostitution is not safer when it's legal.",0
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? Prostitution is harmful, dehumanizing, and encourages modern day slavery. And since it could be regulated and made safe if it were leagal, Prostitution is not safer when it's legal.",1
"Tax Break for Sports Should pro sports leagues enjoy nonprofit status? No one benefits from sports leagues. And since no benefits means something far from ideal, Sport leagues should not enjoy nonprofit status.",0
"Tax Break for Sports Should pro sports leagues enjoy nonprofit status? No one benefits from sports leagues. And since no benefits means something close to ideal, Sport leagues should not enjoy nonprofit status.",1
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? I never met anyone addicted to pot. And since studies do not show that legalized marijuana increases the number of people who later become addicted to other, more addictive drugs, Colorado didn't go too far with pot.",0
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? I never met anyone addicted to pot. And since studies show that legalized marijuana does increase the number of people who later become addicted to other, more addictive drugs, Colorado didn't go too far with pot.",1
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? Obamacare has allowed people with pre-existing conditions to change employment. And since unemployment rates are an historic low, Obamacare is working.",0
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? Obamacare has allowed people with pre-existing conditions to change employment. And since unemployment rates are an historic high, Obamacare is working.",1
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? It is right for home-schoolers to play for high school sports teams if they meet the same academic and other requirements for enrolled kids. And since nearly all home-schooled child meets these requirements, Home-schoolers should play for high school teams.",0
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? It is right for home-schoolers to play for high school sports teams if they meet the same academic and other requirements for enrolled kids. And since nearly no home-schooled child meets these requirements, Home-schoolers should play for high school teams.",1
"Are Family Vacations Worth It? Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids? Children need to experience other people and cultures. And since I don't send my children to boarding school to get that experience, Parents should make vacation with kids.",0
"Are Family Vacations Worth It? Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids? Children need to experience other people and cultures. And since I send my children to boarding school to get that experience, Parents should make vacation with kids.",1
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? Some are not willing to take the risk of vaccine injuries. And since willingness to take the vaccine matters, Vaccination should not be mandatory for all children.",0
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? Some are not willing to take the risk of vaccine injuries. And since willingness to take the vaccine doesn't matter, Vaccination should not be mandatory for all children.",1
"Is Nuclear Power the Answer? A group of climate scientists want environmentalists to see nuclear power as a way to combat climate change. Are they on to something? Our history proves we cannot responsibly handle nuclear weapons. And since reactors are made out of bombs, Nuclear power is not the answer to climate change.",0
"Is Nuclear Power the Answer? A group of climate scientists want environmentalists to see nuclear power as a way to combat climate change. Are they on to something? Our history proves we cannot responsibly handle nuclear weapons. And since reactors are not made out of bombs, Nuclear power is not the answer to climate change.",1
"Hitting 'Restart' With Cuba Should the U.S. lift sanctions and establish diplomatic relations with Cuba? The embargo has not benefited Cuba or the US. And since it is not hard politically to end an embargo despite its benefits, The U.S. should lift sanctions with Cuba.",0
"Hitting 'Restart' With Cuba Should the U.S. lift sanctions and establish diplomatic relations with Cuba? The embargo has not benefited Cuba or the US. And since it is hard politically to end an embargo despite its benefits, The U.S. should lift sanctions with Cuba.",1
"Are Research Papers a Waste of Time? Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge? Writing research papers helps students to learn how to make valid arguments and find reliable sources which is important in today's information society. And since most students will get jobs that require them to be able to form an argument, Research papers are a useful exercise for college students.",0
"Are Research Papers a Waste of Time? Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge? Writing research papers helps students to learn how to make valid arguments and find reliable sources which is important in today's information society. And since most students will not get jobs that require them to be able to form an argument, Research papers are a useful exercise for college students.",1
"Do Unpaid Internships Exploit College Students? Should the government get tough to protect unpaid interns, or are internships a win-win? Unpaid internships can cost a person more than they provide. And since it is not worth taking a loss in order to gain valuable experience, Unpaid internship exploit college students.",0
"Do Unpaid Internships Exploit College Students? Should the government get tough to protect unpaid interns, or are internships a win-win? Unpaid internships can cost a person more than they provide. And since it is sometimes worth taking a loss in order to gain valuable experience, Unpaid internship exploit college students.",1
"Can Speech Be Limited for Public Workers? Should a New Jersey transit worker be fired for burning a Koran in his off-duty hours? You cannot decide what is and is not acceptable religious belief. And since Workers are not a reflection of their city., Speech cannot be limited for public workers.",0
"Can Speech Be Limited for Public Workers? Should a New Jersey transit worker be fired for burning a Koran in his off-duty hours? You cannot decide what is and is not acceptable religious belief. And since Workers are a reflection of their city., Speech cannot be limited for public workers.",1
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? Research on marijuana was conducted for 20 years before being made legal in Colorado. And since marijuana doesn't lead to other drug use, Colorado didn't go too far with pot.",0
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? Research on marijuana was conducted for 20 years before being made legal in Colorado. And since often times marijuana leads to other drug use, Colorado didn't go too far with pot.",1
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? By giving a tax break to home-schoolers we increase the tax burden on everyone else for providing for public schools. And since people whose children attend public schools should not pay higher taxes, Home schoolers do not deserve a tax break.",0
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? By giving a tax break to home-schoolers we increase the tax burden on everyone else for providing for public schools. And since people whose children attend public schools should pay higher taxes, Home schoolers do not deserve a tax break.",1
"Can Speech Be Limited for Public Workers? Should a New Jersey transit worker be fired for burning a Koran in his off-duty hours? Workers should have right to speech if they do it on their own time with their own resources, representing themselves. And since workers always represent themselves even at work, Speech cannot be limited for public workers.",0
"Can Speech Be Limited for Public Workers? Should a New Jersey transit worker be fired for burning a Koran in his off-duty hours? Workers should have right to speech if they do it on their own time with their own resources, representing themselves. And since workers always represent the company they work for, Speech cannot be limited for public workers.",1
"Should Voting Be a Constitutional Right? Should a constitutional amendment guarantee the right to vote, to fend off efforts that inhibit and restrict voting? There should be more prerequisites to voting than being alive. And since constitutional rights should not have prerequisites, Voting should not be a constitutional right.",0
"Should Voting Be a Constitutional Right? Should a constitutional amendment guarantee the right to vote, to fend off efforts that inhibit and restrict voting? There should be more prerequisites to voting than being alive. And since constitutional rights should have prerequisites, Voting should not be a constitutional right.",1
"Will Greece Destroy the Euro Zone? The collapse of the Papandreou government may undo European efforts to restructure debt and hold the union together. Greece lacks the central economic authority to leave the Euro Zone. And since it does not lack economic stability, Greece will not destroy the Euro Zone.",0
"Will Greece Destroy the Euro Zone? The collapse of the Papandreou government may undo European efforts to restructure debt and hold the union together. Greece lacks the central economic authority to leave the Euro Zone. And since it also lacks economic stability, Greece will not destroy the Euro Zone.",1
"Is Public Preschool a Smart Investment? Would quality child care that included a preschool curriculum be a better national goal? Preschool will help children transition into regular schooling. And since regular public schools are not failing, Public preschool is a smart investment.",0
"Is Public Preschool a Smart Investment? Would quality child care that included a preschool curriculum be a better national goal? Preschool will help children transition into regular schooling. And since regular public schools are failing, Public preschool is a smart investment.",1
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Tenure allows for teachers who drink on the job or fall asleep at their desks to bargain for bonuses and increased retirement in order to get rid of them. And since even bad teachers don't lose their jobs, Tenure protects bad teachers.",0
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Tenure allows for teachers who drink on the job or fall asleep at their desks to bargain for bonuses and increased retirement in order to get rid of them. And since even bad teachers won't lose their jobs, Tenure protects bad teachers.",1
"Raise the Rim? Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised? Players in the rest of the world don't want a higher basket. And since the US should have to make decisions based on other nations wishes, Rim should not be raised.",0
"Raise the Rim? Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised? Players in the rest of the world don't want a higher basket. And since the US doesn't have to make decisions based on other nations wishes, Rim should not be raised.",1
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. Restaurants should not impose their will on customers and allow customers to salt food to their own tastes. And since customers can't bring their own salt, Salt should have a place at the table.",0
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. Restaurants should not impose their will on customers and allow customers to salt food to their own tastes. And since customers can bring their own salt, Salt should have a place at the table.",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? In my opinion if money is lacking then it needs to be spent more wisely in the humanities to ensure that every field has a grounding in them. And since the money is not lacking, Colleges need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? In my opinion if money is lacking then it needs to be spent more wisely in the humanities to ensure that every field has a grounding in them. And since the money is lacking, Colleges need humanities programs.",1
"You Can Track Your Kids. But Should You? When does monitoring your children through technology cross the line into invasion of privacy? It is important to respect autonomy between the years of 13 and 18. And since children are capable of independent thought, Tracking kids invades privacy.",0
"You Can Track Your Kids. But Should You? When does monitoring your children through technology cross the line into invasion of privacy? It is important to respect autonomy between the years of 13 and 18. And since children aren't capable of independent thought, Tracking kids invades privacy.",1
"Can Dual Citizens Be Good Americans? Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country. A person can love America while having more than one passport. And since they won't always love their first home, Dual citizenship should be allowed.",0
"Can Dual Citizens Be Good Americans? Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country. A person can love America while having more than one passport. And since they will always love their first home, Dual citizenship should be allowed.",1
"Do We Really Need FEMA? Should the states, or private companies, take over FEMA's responsibilities for emergency response. FEMA just hands out money. And since handing out money is not noble deed, We don't need FEMA.",0
"Do We Really Need FEMA? Should the states, or private companies, take over FEMA's responsibilities for emergency response. FEMA just hands out money. And since handing out money is a noble deed, We don't need FEMA.",1
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? While not perfect, Obamacare provides healthcare for some people that would otherwise not be able to afford health insurance. And since this healthcare does not results in higher premiums for the middle class, Obamacare is working.",0
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? While not perfect, Obamacare provides healthcare for some people that would otherwise not be able to afford health insurance. And since this healthcare results in higher premiums for the middle class, Obamacare is working.",1
"Will Amazon Kill Off Publishers? What happens when more writers have the option of a one-stop shop: agent, publisher and bookseller. Amazon allows more leeway and money to the writers. And since more money to the writers would bring a fall in the industry, Amazon will kill off publishers.",0
"Will Amazon Kill Off Publishers? What happens when more writers have the option of a one-stop shop: agent, publisher and bookseller. Amazon allows more leeway and money to the writers. And since more money to the writers would bring a rise in the industry, Amazon will kill off publishers.",1
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? The security of tenure is necessary to compensate for the low salary of teachers. And since a poor salary is a part of the job and not being paid well ensures a teacher will be good, Tenure provides stability.",0
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? The security of tenure is necessary to compensate for the low salary of teachers. And since a poor salary is a part of the job and not being paid well does not ensure a teacher will be good, Tenure provides stability.",1
"Whose Work Is Homework? Should parents help their children with homework? Or do they end up doing more harm than good? Helping children is a positive thing and parents can even use this as an opportunity to listen to their children, And since not all parents listen to their children all the time and many need additional opportunity to listen to their children, Parents should help their children with homework.",0
"Whose Work Is Homework? Should parents help their children with homework? Or do they end up doing more harm than good? Helping children is a positive thing and parents can even use this as an opportunity to listen to their children, And since all parents listen to their children all the time and need no additional opportunity to listen to their children, Parents should help their children with homework.",1
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? There are much more dangerous things than smoking pot that are not illegal. And since pot isn't even a little dangerous and since no danger is evident, Colorado didn't go too far with pot.",0
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? There are much more dangerous things than smoking pot that are not illegal. And since pot is a little dangerous and no danger is acceptable, Colorado didn't go too far with pot.",1
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? The high cost of premiums will drive younger healthy people to avoid purchasing the insurance and instead pay the tax penalty. And since the government shouldn't use that penalty money to pay for other programs, Obamacare is not working.",0
